Model Type,MSE,MAE,MRE,MKLD
DI,32.70571211145205,3.228352485361988,0.03558982863953316,0.0028389198180432604
DI_D,31.200820536304054,2.8470822561501388,0.03122000204164147,0.0022228476123572144
DI_A,56.5608126486997,4.29606533587378,0.04851740663337608,0.004049398944166457
HIVAE,702.0006722675902,15.584104855993283,0.18107775091887449,0.053090946007435975
GPVAE,809.0116149669954,16.37816687884416,0.19006919215563184,0.04575183587064817
SNM,67.04398262037634,4.969466746123986,0.05432110368352977,0.00890586171233823
BDC,870.6514036591362,17.76694403404189,0.20482807044348525,0.08887934839903351
